""
"";"janeiro / 2019";"fevereiro / 2019";"março / 2019";"abril / 2019";"maio / 2019";"junho / 2019";"julho / 2019";"agosto / 2019";"setembro / 2019";"outubro / 2019";"novembro / 2019";"dezembro / 2019";"janeiro / 2020";"fevereiro / 2020";"março / 2020";"abril / 2020";"maio / 2020";"junho / 2020";"julho / 2020";"agosto / 2020";"setembro / 2020";"outubro / 2020";"novembro / 2020";"dezembro / 2020";"janeiro / 2021";"fevereiro / 2021";"março / 2021";"abril / 2021";"maio / 2021";"junho / 2021";"julho / 2021";"agosto / 2021";"setembro / 2021";"outubro / 2021";"novembro / 2021";"dezembro / 2021";"janeiro / 2022";"fevereiro / 2022";"março / 2022";"abril / 2022";"maio / 2022";"junho / 2022";"julho / 2022";"agosto / 2022";"setembro / 2022";"outubro / 2022";"novembro / 2022";"dezembro / 2022";"janeiro / 2023";"fevereiro / 2023";"março / 2023";"abril / 2023";"maio / 2023";"junho / 2023";"julho / 2023";"agosto / 2023";"setembro / 2023";"outubro / 2023";"novembro / 2023";"dezembro / 2023";"janeiro / 2024";"fevereiro / 2024";"março / 2024";"abril / 2024";"maio / 2024";"junho / 2024";"julho / 2024";"agosto / 2024";"setembro / 2024";"outubro / 2024";"novembro / 2024";"dezembro / 2024";"janeiro / 2025";"fevereiro / 2025";"março / 2025";"abril / 2025";"maio / 2025";"junho / 2025";"julho / 2025";"agosto / 2025";"setembro / 2025";"outubro / 2025";"novembro / 2025";"dezembro / 2025";"Total do Período"
"RECEITAS"
"Serviços";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"14.874,10";"45.095,00";"54.380,50";"52.932,50";"58.080,00";"58.735,00";"67.235,00";"66.235,00";"71.215,00";"63.509,10";"64.286,04";"77.230,00";"52.590,00";"58.280,00";"77.314,00";"68.277,10";"62.453,70";"66.542,00";"70.797,20";"72.388,35";"64.401,05";"70.400,50";"74.552,25";"90.051,00";"48.030,00";"59.317,10";"68.121,99";"75.677,18";"67.870,60";"66.265,00";"74.741,60";"81.164,00";"69.582,60";"74.102,05";"78.693,20";"0,00";"2.285.419,71"
"Produtos";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"2.876,61";"3.813,54";"2.972,63";"3.424,12";"2.865,03";"2.565,23";"3.447,22";"2.948,60";"3.563,90";"2.241,51";"4.161,81";"3.744,96";"3.099,57";"2.327,14";"2.266,91";"2.191,52";"2.693,51";"1.610,10";"1.642,90";"1.788,60";"6.119,65";"4.388,92";"5.151,16";"3.029,02";"1.903,82";"2.523,04";"3.570,53";"2.934,29";"2.857,03";"2.468,21";"2.357,74";"3.317,69";"2.321,53";"4.905,07";"5.152,55";"0,00";"109.245,66"
"Pacotes";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"900,00";"1.575,00";"3.225,00";"3.525,00";"4.800,00";"5.100,00";"5.850,00";"5.325,00";"4.800,00";"5.175,00";"4.875,00";"5.250,00";"4.575,00";"4.275,00";"3.870,00";"5.580,00";"7.290,00";"7.605,00";"8.280,00";"8.640,00";"7.875,00";"7.380,00";"7.650,00";"7.290,00";"9.145,00";"9.102,00";"9.135,00";"10.890,00";"12.915,00";"13.439,00";"16.387,00";"15.705,00";"17.910,00";"17.190,00";"18.270,00";"0,00";"280.798,00"
"Vale Presente";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"100,00";"0,00";"835,00";"300,00";"300,00";"300,00";"300,00";"200,00";"550,00";"550,00";"400,00";"1.050,00";"100,00";"530,00";"855,00";"175,00";"625,00";"150,00";"150,00";"380,00";"55,00";"630,00";"0,00";"450,00";"355,00";"150,00";"1.395,00";"623,00";"1.570,00";"538,00";"699,00";"727,00";"513,00";"815,00";"1.350,00";"0,00";"17.720,00"
"Crédito de Cliente";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"79,90";"230,50";"195,00";"60,00";"50,38";"180,00";"205,10";"70,00";"220,00";"95,00";"435,00";"514,90";"250,00";"381,80";"338,00";"330,00";"75,00";"30,00";"265,00";"753,00";"856,18";"49,00";"485,00";"640,00";"223,00";"1.473,99";"370,10";"84,00";"611,00";"190,00";"811,10";"329,20";"1.226,00";"981,80";"218,00";"0,00";"13.306,95"
"Consumo de Pré-pago";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-55,00";"-429,80";"-335,00";"-300,38";"-345,70";"-650,00";"-195,00";"-285,00";"-520,00";"-540,00";"-765,00";"-440,00";"-951,80";"-652,90";"-860,00";"-644,90";"-430,00";"-280,00";"-335,00";"-1.288,50";"-931,68";"-413,10";"-1.540,00";"-338,00";"-1.035,00";"-1.113,99";"-880,00";"-1.562,00";"-1.043,10";"-1.856,00";"-1.045,00";"-1.318,20";"-1.399,90";"-1.957,00";"0,00";"-26.736,95"
"Pagamento de Dívidas";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"5,00";"60,00";"150,00";"5,00";"110,00";"805,00";"435,00";"525,00";"95,00";"290,00";"455,00";"190,00";"150,00";"315,00";"115,00";"260,00";"30,00";"200,00";"359,90";"257,00";"90,00";"462,00";"319,00";"213,00";"421,00";"1.001,11";"0,00";"7.318,01"
"Dívidas Deixadas";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-5,00";"-60,00";"-180,00";"-95,00";"-150,00";"-1.065,00";"-105,00";"-525,00";"-230,00";"-150,00";"-505,00";"-140,00";"-275,00";"-295,00";"0,00";"-260,00";"-200,00";"-255,00";"-248,90";"-68,00";"-209,00";"-347,00";"-414,00";"-519,00";"-410,11";"-691,00";"0,00";"-7.402,01"
"Vendas de Clube";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
